Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-33.0,-88.0,-8.0,7.96,15282.0,566.0,1.0,1.0,0.95,1.0
1a,-36.0,-76.0,-17.0,6.95,,,,,,
2,-51.0,-22.0,10.0,7.79,5886.0,218.0,1.0,1.0,0.88,1.0
3,66.0,-22.0,10.0,7.14,7722.0,286.0,1.0,1.0,0.91,1.0
3a,60.0,-10.0,7.0,6.83,,,,,,
3b,54.0,-19.0,10.0,6.73,,,,,,
3c,48.0,-16.0,1.0,6.38,,,,,,
4,-42.0,-22.0,55.0,7.07,5535.0,205.0,1.0,1.0,0.87,1.0
4a,-39.0,-16.0,64.0,6.13,,,,,,
4b,-36.0,-37.0,64.0,5.8,,,,,,
4c,-27.0,-40.0,67.0,5.32,,,,,,
5,39.0,-82.0,-11.0,7.0,13851.0,513.0,1.0,1.0,0.95,1.0
5a,21.0,-94.0,-5.0,6.8,,,,,,
5b,30.0,-91.0,-5.0,6.7,,,,,,
5c,30.0,-85.0,1.0,6.62,,,,,,
6,-36.0,-49.0,-17.0,5.94,108.0,4.0,1.0,1.0,0.0,0.75
7,30.0,-73.0,28.0,5.53,324.0,12.0,1.0,1.0,0.0,0.92
8,51.0,-52.0,-17.0,5.34,216.0,8.0,1.0,1.0,0.0,0.88
9,-45.0,-55.0,-11.0,5.22,27.0,1.0,1.0,1.0,0.0,0.0
10,-48.0,-61.0,-11.0,5.1,54.0,2.0,1.0,1.0,0.0,0.5
11,51.0,-46.0,-14.0,5.0,27.0,1.0,1.0,1.0,0.0,0.0
