Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-33.0,-88.0,-8.0,7.96,44361.0,1643.0,0.66,0.8,0.86,0.77
1a,-36.0,-76.0,-17.0,6.95,,,,,,
1b,-36.0,-49.0,-17.0,5.94,,,,,,
1c,-45.0,-55.0,-11.0,5.22,,,,,,
2,-51.0,-22.0,10.0,7.79,21168.0,784.0,0.58,0.69,0.74,0.67
3,66.0,-22.0,10.0,7.14,25218.0,934.0,0.6,0.71,0.76,0.69
3a,60.0,-10.0,7.0,6.83,,,,,,
3b,54.0,-19.0,10.0,6.73,,,,,,
3c,48.0,-16.0,1.0,6.38,,,,,,
4,-42.0,-22.0,55.0,7.07,21330.0,790.0,0.61,0.72,0.76,0.71
4a,-39.0,-16.0,64.0,6.13,,,,,,
4b,-36.0,-37.0,64.0,5.8,,,,,,
4c,-27.0,-40.0,67.0,5.32,,,,,,
5,39.0,-82.0,-11.0,7.0,47871.0,1773.0,0.65,0.81,0.87,0.77
5a,21.0,-94.0,-5.0,6.8,,,,,,
5b,30.0,-91.0,-5.0,6.7,,,,,,
5c,30.0,-85.0,1.0,6.62,,,,,,
6,-3.0,-7.0,52.0,4.89,2187.0,81.0,0.09,0.12,0.0,0.14
7,-42.0,8.0,34.0,4.57,4023.0,149.0,0.01,0.13,0.11,0.13
7a,-45.0,2.0,46.0,4.34,,,,,,
7b,-33.0,5.0,25.0,3.71,,,,,,
8,-39.0,-4.0,16.0,4.27,162.0,6.0,0.0,0.0,0.0,0.0
9,21.0,-49.0,70.0,4.04,567.0,21.0,0.0,0.0,0.0,0.0
10,24.0,-13.0,67.0,3.99,513.0,19.0,0.0,0.0,0.0,0.0
11,45.0,2.0,37.0,3.94,1188.0,44.0,0.0,0.0,0.0,0.0
11a,48.0,11.0,31.0,3.76,,,,,,
12,21.0,-52.0,-23.0,3.86,1296.0,48.0,0.0,0.0,0.0,0.0
12a,15.0,-58.0,-14.0,3.38,,,,,,
13,48.0,-1.0,55.0,3.69,540.0,20.0,0.0,0.0,0.0,0.0
13a,42.0,-4.0,43.0,3.6,,,,,,
14,-48.0,29.0,28.0,3.64,162.0,6.0,0.0,0.0,0.0,0.0
15,33.0,44.0,13.0,3.59,54.0,2.0,0.0,0.0,0.0,0.0
16,-48.0,41.0,10.0,3.53,459.0,17.0,0.0,0.0,0.0,0.0
17,63.0,5.0,28.0,3.47,54.0,2.0,0.0,0.0,0.0,0.0
18,51.0,2.0,-17.0,3.45,108.0,4.0,0.0,0.0,0.0,0.0
19,-9.0,-31.0,67.0,3.41,27.0,1.0,0.0,0.0,0.0,0.0
20,57.0,-22.0,-14.0,3.4,54.0,2.0,0.0,0.0,0.0,0.0
21,-6.0,-64.0,28.0,3.37,108.0,4.0,0.0,0.0,0.0,0.0
22,30.0,2.0,58.0,3.32,27.0,1.0,0.0,0.0,0.0,0.0
23,-39.0,2.0,58.0,3.32,81.0,3.0,0.0,0.0,0.0,0.0
24,63.0,8.0,16.0,3.3,81.0,3.0,0.0,0.0,0.0,0.0
25,42.0,-40.0,46.0,3.28,27.0,1.0,0.0,0.0,0.0,0.0
26,-6.0,14.0,58.0,3.24,135.0,5.0,0.0,0.0,0.0,0.0
27,18.0,29.0,-23.0,3.2,81.0,3.0,0.0,0.0,0.0,0.0
28,-3.0,5.0,61.0,3.18,81.0,3.0,0.0,0.0,0.0,0.0
29,-15.0,-49.0,-38.0,3.18,27.0,1.0,0.0,0.0,0.0,0.0
30,-3.0,-43.0,-23.0,3.16,27.0,1.0,0.0,0.0,0.0,0.0
31,-39.0,29.0,19.0,3.15,54.0,2.0,0.0,0.0,0.0,0.0
32,36.0,-79.0,-50.0,3.14,54.0,2.0,0.0,0.0,0.0,0.0
33,-54.0,-7.0,-17.0,3.11,27.0,1.0,0.0,0.0,0.0,0.0
34,-3.0,8.0,58.0,3.1,27.0,1.0,0.0,0.0,0.0,0.0
35,36.0,20.0,-17.0,3.1,27.0,1.0,0.0,0.0,0.0,0.0
36,-15.0,-46.0,-35.0,3.09,27.0,1.0,0.0,0.0,0.0,0.0
37,-12.0,-46.0,-32.0,3.06,27.0,1.0,0.0,0.0,0.0,0.0
38,15.0,17.0,-8.0,3.05,27.0,1.0,0.0,0.0,0.0,0.0
39,-45.0,32.0,10.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
40,15.0,2.0,25.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
