Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,39.0,-19.0,61.0,11.87,13905,1.00,1.00,0.95
2,6.0,-28.0,73.0,11.55,25299,1.00,1.00,0.97
2a,6.0,-19.0,76.0,11.36,,,,
2b,-12.0,-46.0,67.0,7.73,,,,
3,-15.0,-37.0,-23.0,9.64,3267,1.00,1.00,0.78
3a,-21.0,-31.0,-29.0,9.57,,,,
4,-18.0,-52.0,-20.0,9.51,3105,1.00,1.00,0.77
5,33.0,-22.0,16.0,7.50,378,1.00,1.00,0.00
6,-48.0,-31.0,22.0,6.78,2187,1.00,1.00,0.67
7,48.0,-31.0,28.0,6.57,1539,1.00,1.00,0.53
8,-45.0,5.0,1.0,6.45,3213,1.00,1.00,0.77
8a,-54.0,2.0,10.0,6.13,,,,
9,-3.0,-1.0,46.0,6.34,1674,1.00,1.00,0.56
10,21.0,-37.0,-23.0,6.05,513,1.00,1.00,0.00
11,-15.0,-61.0,-50.0,5.82,216,1.00,1.00,0.00
12,-3.0,-64.0,-17.0,5.54,162,1.00,1.00,0.00
13,-6.0,-67.0,-35.0,5.41,27,1.00,1.00,0.00
14,51.0,5.0,1.0,5.35,81,1.00,1.00,0.00
15,-33.0,-22.0,16.0,5.10,54,1.00,1.00,0.00
