Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,6.0,-28.0,73.0,9.72,7614.0,282.0,0.99,0.99,0.9,0.99
2,-6.0,-34.0,73.0,8.74,6804.0,252.0,0.99,0.99,0.89,0.99
3,-12.0,-37.0,-23.0,8.56,2943.0,109.0,0.97,0.99,0.75,0.98
4,15.0,-37.0,-23.0,7.22,2835.0,105.0,0.97,0.98,0.74,0.98
4a,24.0,-31.0,-29.0,6.47,,,,,,
5,33.0,-22.0,16.0,7.0,567.0,21.0,0.9,0.95,0.0,0.95
6,-36.0,-28.0,61.0,5.37,999.0,37.0,0.92,0.95,0.27,0.95
6a,-45.0,-25.0,64.0,4.91,,,,,,
7,-33.0,-22.0,16.0,4.83,54.0,2.0,0.5,0.5,0.0,0.5
8,36.0,-13.0,7.0,4.54,27.0,1.0,0.0,0.0,0.0,0.0
9,45.0,-28.0,19.0,4.51,27.0,1.0,0.0,0.0,0.0,0.0
