Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,39.0,-82.0,19.0,9.73,65340.0,2420.0,1.0,1.0,0.99,1.0
1a,-45.0,-67.0,-2.0,9.67,,,,,,
1b,-39.0,-85.0,10.0,8.93,,,,,,
1c,-9.0,-73.0,16.0,8.48,,,,,,
2,27.0,-58.0,-11.0,6.88,1161.0,43.0,1.0,1.0,0.37,0.98
2a,27.0,-43.0,-14.0,5.61,,,,,,
3,-24.0,-58.0,-8.0,6.64,621.0,23.0,1.0,1.0,0.0,0.96
4,-15.0,-94.0,-8.0,6.45,378.0,14.0,1.0,1.0,0.0,0.93
5,21.0,-91.0,-8.0,6.15,162.0,6.0,1.0,1.0,0.0,0.83
6,12.0,-61.0,-2.0,5.87,81.0,3.0,1.0,1.0,0.0,0.67
7,-30.0,-46.0,-8.0,5.84,189.0,7.0,1.0,1.0,0.0,0.86
8,27.0,-40.0,-17.0,5.82,27.0,1.0,1.0,1.0,0.0,0.0
9,-21.0,-85.0,-11.0,5.54,27.0,1.0,1.0,1.0,0.0,0.0
10,15.0,-70.0,-2.0,5.51,27.0,1.0,1.0,1.0,0.0,0.0
11,-42.0,-49.0,-11.0,5.51,27.0,1.0,1.0,1.0,0.0,0.0
