Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,39.0,-82.0,19.0,9.73,107919.0,3997.0,1.0,1.0,0.99,1.0
1a,-45.0,-67.0,-2.0,9.67,,,,,,
1b,-39.0,-85.0,10.0,8.93,,,,,,
1c,-9.0,-73.0,16.0,8.48,,,,,,
2,-15.0,-94.0,-8.0,6.45,1080.0,40.0,0.95,0.95,0.33,0.97
3,21.0,-91.0,-8.0,6.15,621.0,23.0,0.91,0.96,0.0,0.96
4,-3.0,41.0,-17.0,5.32,999.0,37.0,0.95,0.95,0.27,0.97
4a,-3.0,44.0,-26.0,4.78,,,,,,
5,33.0,29.0,-17.0,4.85,54.0,2.0,1.0,1.0,0.0,0.5
6,30.0,32.0,-14.0,4.76,54.0,2.0,0.5,1.0,0.0,0.5
7,-27.0,26.0,55.0,4.69,27.0,1.0,0.0,0.0,0.0,0.0
8,-15.0,-70.0,-14.0,4.67,27.0,1.0,0.0,0.0,0.0,0.0
9,-6.0,53.0,-11.0,4.62,27.0,1.0,0.0,0.0,0.0,0.0
10,15.0,-46.0,-50.0,4.62,54.0,2.0,0.0,0.0,0.0,0.0
11,15.0,-46.0,-5.0,4.55,27.0,1.0,0.0,0.0,0.0,0.0
12,-3.0,56.0,-8.0,4.53,27.0,1.0,0.0,0.0,0.0,0.0
