Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,24.0,-94.0,7.0,6.91,4941.0,183.0,1.0,1.0,0.85,0.99
1a,27.0,-88.0,-2.0,6.81,,,,,,
2,-60.0,-28.0,19.0,6.54,2862.0,106.0,1.0,1.0,0.75,0.99
2a,-54.0,-25.0,31.0,6.32,,,,,,
2b,-57.0,-22.0,40.0,5.83,,,,,,
3,-33.0,-43.0,61.0,6.37,972.0,36.0,1.0,1.0,0.25,0.97
4,-24.0,-88.0,-8.0,6.12,2241.0,83.0,1.0,1.0,0.67,0.99
5,-18.0,-10.0,64.0,6.11,432.0,16.0,1.0,1.0,0.0,0.94
6,51.0,-22.0,37.0,6.0,324.0,12.0,1.0,1.0,0.0,0.92
7,-24.0,-52.0,-20.0,5.88,162.0,6.0,1.0,1.0,0.0,0.83
8,-42.0,-1.0,10.0,5.87,378.0,14.0,1.0,1.0,0.0,0.93
8a,-33.0,-1.0,13.0,5.76,,,,,,
9,60.0,-31.0,31.0,5.75,81.0,3.0,1.0,1.0,0.0,0.67
10,57.0,8.0,7.0,5.73,27.0,1.0,1.0,1.0,0.0,0.0
11,63.0,-25.0,37.0,5.66,54.0,2.0,1.0,1.0,0.0,0.5
12,60.0,-19.0,40.0,5.58,54.0,2.0,1.0,1.0,0.0,0.5
