Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,27.0,-55.0,-11.0,8.88,4536,0.99,0.99,0.84
2,36.0,-79.0,13.0,7.54,4671,0.99,0.99,0.84
2a,30.0,-73.0,28.0,5.29,,,,
2b,27.0,-67.0,34.0,4.99,,,,
3,60.0,-64.0,16.0,7.50,12069,1.00,1.00,0.94
3a,63.0,-46.0,16.0,6.82,,,,
3b,69.0,-49.0,1.0,4.79,,,,
4,21.0,-7.0,-17.0,7.08,4671,0.99,0.99,0.84
4a,30.0,2.0,-29.0,5.45,,,,
4b,33.0,-7.0,-11.0,5.17,,,,
5,-27.0,-58.0,-11.0,6.94,2538,0.98,0.99,0.71
6,-21.0,-10.0,-20.0,6.91,6939,0.99,1.00,0.89
6a,-30.0,-4.0,-23.0,6.56,,,,
6b,-30.0,-10.0,-5.0,5.62,,,,
7,42.0,-55.0,-23.0,6.81,4266,0.99,0.99,0.83
7a,42.0,-37.0,-20.0,6.50,,,,
7b,39.0,-22.0,-29.0,4.79,,,,
8,-33.0,-85.0,16.0,6.59,7101,0.99,1.00,0.90
8a,-24.0,-61.0,52.0,5.74,,,,
8b,-24.0,-67.0,37.0,5.52,,,,
9,-60.0,-49.0,16.0,6.51,10449,0.99,1.00,0.93
9a,-48.0,-64.0,16.0,6.02,,,,
9b,-60.0,-64.0,19.0,5.74,,,,
9c,-66.0,-43.0,4.0,5.30,,,,
10,-42.0,-22.0,-26.0,6.15,3780,0.99,0.99,0.81
10a,-42.0,-37.0,-23.0,5.85,,,,
10b,-39.0,-55.0,-23.0,4.82,,,,
11,0.0,-58.0,28.0,6.06,4644,0.99,0.99,0.84
11a,-3.0,-52.0,40.0,5.92,,,,
12,48.0,-19.0,13.0,5.81,2187,0.98,0.99,0.67
12a,42.0,-25.0,13.0,5.73,,,,
12b,48.0,-31.0,13.0,5.22,,,,
13,-51.0,-25.0,-14.0,5.49,1080,0.95,0.97,0.33
13a,-51.0,-10.0,-17.0,4.84,,,,
14,36.0,-37.0,70.0,5.43,756,0.93,0.96,0.04
14a,27.0,-40.0,73.0,5.27,,,,
15,24.0,-58.0,52.0,5.31,594,0.91,0.95,0.00
16,36.0,-16.0,4.0,5.16,270,0.80,0.90,0.00
17,-42.0,-37.0,10.0,5.00,54,1.00,1.00,0.00
18,-3.0,65.0,-11.0,4.95,432,0.88,0.94,0.00
19,60.0,-16.0,-14.0,4.87,297,0.82,0.91,0.00
20,51.0,-1.0,-23.0,4.81,297,0.82,0.91,0.00
21,39.0,-10.0,-38.0,4.76,135,0.60,0.80,0.00
22,63.0,-4.0,-26.0,4.66,27,0.00,0.00,0.00
23,-9.0,47.0,40.0,4.66,27,0.00,0.00,0.00
24,15.0,-28.0,1.0,4.64,54,0.00,0.50,0.00
25,42.0,8.0,-26.0,4.62,27,0.00,0.00,0.00
26,-45.0,-70.0,43.0,4.61,27,0.00,0.00,0.00
27,-48.0,-70.0,40.0,4.59,27,0.00,0.00,0.00
28,-48.0,-7.0,-20.0,4.58,27,0.00,0.00,0.00
29,36.0,-4.0,-14.0,4.57,54,0.00,0.50,0.00
30,-66.0,-31.0,-11.0,4.56,27,0.00,0.00,0.00
31,-45.0,-4.0,-23.0,4.52,54,0.00,0.50,0.00
32,-54.0,-67.0,34.0,4.50,27,0.00,0.00,0.00
