Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-39.0,-24.0,57.0,7.68,5940,1.00,1.00,0.88
2,39.0,-21.0,54.0,7.30,9018,1.00,1.00,0.92
2a,51.0,-15.0,54.0,6.70,,,,
3,-18.0,-51.0,-24.0,6.42,810,1.00,1.00,0.10
4,21.0,-48.0,-24.0,6.16,297,1.00,1.00,0.00
