Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,57.0,-31.0,31.0,6.87,108810,0.95,0.98,0.98
1a,-60.0,-34.0,25.0,6.16,,,,
1b,51.0,-58.0,43.0,6.14,,,,
1c,3.0,-58.0,67.0,5.99,,,,
2,24.0,-94.0,7.0,6.69,12420,0.79,0.84,0.84
2a,27.0,-88.0,-2.0,6.60,,,,
3,54.0,11.0,7.0,6.32,5562,0.51,0.65,0.65
3a,36.0,2.0,10.0,4.86,,,,
4,-24.0,-88.0,-5.0,6.28,15930,0.77,0.85,0.87
4a,-21.0,-94.0,4.0,6.07,,,,
4b,-12.0,-88.0,-5.0,5.95,,,,
5,-51.0,-37.0,4.0,5.93,2646,0.51,0.62,0.41
6,-54.0,-4.0,49.0,5.29,2187,0.25,0.36,0.19
6a,-45.0,-4.0,58.0,4.20,,,,
7,-54.0,-73.0,1.0,5.27,3672,0.45,0.54,0.47
7a,-48.0,-82.0,10.0,5.02,,,,
8,63.0,-25.0,-14.0,5.26,2916,0.23,0.40,0.32
8a,54.0,-22.0,-32.0,4.19,,,,
8b,54.0,-28.0,-26.0,4.12,,,,
9,-60.0,-22.0,-29.0,5.03,2025,0.25,0.37,0.13
9a,-57.0,-10.0,-38.0,4.10,,,,
10,48.0,-31.0,4.0,5.02,648,0.25,0.38,0.00
11,-51.0,-67.0,-35.0,4.88,5562,0.31,0.55,0.62
11a,-24.0,-52.0,-20.0,4.60,,,,
11b,-27.0,-67.0,-23.0,4.54,,,,
11c,-18.0,-49.0,-20.0,4.54,,,,
12,57.0,-70.0,10.0,4.79,3051,0.18,0.35,0.33
12a,57.0,-67.0,-5.0,4.36,,,,
13,-30.0,-16.0,61.0,4.76,2862,0.31,0.44,0.35
13a,-21.0,-16.0,64.0,4.73,,,,
14,-54.0,-10.0,-5.0,4.65,1377,0.14,0.25,0.00
15,15.0,11.0,-26.0,4.63,297,0.00,0.18,0.00
16,-9.0,2.0,40.0,4.52,972,0.00,0.03,0.00
16a,6.0,-1.0,46.0,3.75,,,,
17,60.0,-58.0,-23.0,4.52,837,0.00,0.03,0.00
18,-27.0,50.0,-17.0,4.51,513,0.00,0.05,0.00
18a,-33.0,56.0,-17.0,3.84,,,,
19,3.0,-73.0,1.0,4.44,540,0.00,0.05,0.00
20,30.0,53.0,-17.0,4.40,567,0.00,0.00,0.00
21,33.0,-13.0,58.0,4.37,1323,0.00,0.08,0.00
21a,27.0,-10.0,64.0,4.28,,,,
21b,18.0,-7.0,61.0,3.75,,,,
22,-60.0,5.0,7.0,4.34,459,0.00,0.00,0.00
23,-6.0,5.0,61.0,4.33,459,0.00,0.00,0.00
24,0.0,-91.0,-26.0,4.29,1350,0.00,0.00,0.00
24a,3.0,-82.0,-20.0,4.03,,,,
24b,0.0,-91.0,-20.0,4.01,,,,
24c,0.0,-85.0,-35.0,3.98,,,,
25,-54.0,32.0,13.0,4.28,162,0.00,0.00,0.00
26,-48.0,-4.0,7.0,4.27,1134,0.00,0.00,0.00
26a,-33.0,-1.0,10.0,3.99,,,,
27,-63.0,-31.0,-14.0,4.21,891,0.00,0.00,0.00
27a,-66.0,-43.0,-17.0,4.00,,,,
28,6.0,35.0,28.0,4.04,324,0.00,0.00,0.00
29,-15.0,-43.0,46.0,4.04,81,0.00,0.00,0.00
30,-51.0,-61.0,-23.0,4.02,594,0.00,0.00,0.00
31,3.0,-22.0,-5.0,3.99,81,0.00,0.00,0.00
32,-9.0,62.0,34.0,3.96,81,0.00,0.00,0.00
33,-39.0,35.0,-14.0,3.95,54,0.00,0.00,0.00
34,-42.0,17.0,22.0,3.91,513,0.00,0.00,0.00
35,9.0,-4.0,58.0,3.87,216,0.00,0.00,0.00
36,-12.0,-34.0,-2.0,3.85,135,0.00,0.00,0.00
37,42.0,47.0,4.0,3.84,243,0.00,0.00,0.00
38,-42.0,56.0,4.0,3.81,162,0.00,0.00,0.00
39,30.0,17.0,-11.0,3.78,189,0.00,0.00,0.00
40,-39.0,-67.0,-11.0,3.74,81,0.00,0.00,0.00
41,-42.0,-46.0,-11.0,3.71,54,0.00,0.00,0.00
42,-3.0,-22.0,-5.0,3.68,54,0.00,0.00,0.00
43,0.0,-19.0,1.0,3.66,27,0.00,0.00,0.00
44,54.0,-13.0,-35.0,3.65,27,0.00,0.00,0.00
45,-33.0,-22.0,61.0,3.64,27,0.00,0.00,0.00
46,21.0,-52.0,-17.0,3.64,54,0.00,0.00,0.00
47,-3.0,-91.0,37.0,3.61,27,0.00,0.00,0.00
48,54.0,-64.0,-35.0,3.61,27,0.00,0.00,0.00
49,-18.0,-31.0,-5.0,3.61,27,0.00,0.00,0.00
50,-36.0,14.0,1.0,3.58,135,0.00,0.00,0.00
51,39.0,20.0,46.0,3.56,27,0.00,0.00,0.00
52,6.0,32.0,37.0,3.56,27,0.00,0.00,0.00
53,-60.0,-4.0,40.0,3.55,27,0.00,0.00,0.00
54,-18.0,14.0,-26.0,3.54,27,0.00,0.00,0.00
55,-30.0,14.0,-14.0,3.53,27,0.00,0.00,0.00
56,-51.0,-49.0,-44.0,3.53,54,0.00,0.00,0.00
57,12.0,-46.0,-35.0,3.52,27,0.00,0.00,0.00
58,33.0,-34.0,40.0,3.51,27,0.00,0.00,0.00
