Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,57.0,-31.0,31.0,6.87,13797,1.00,1.00,0.95
1a,51.0,-58.0,43.0,6.14,,,,
1b,48.0,-22.0,37.0,5.86,,,,
1c,54.0,-55.0,34.0,5.85,,,,
2,24.0,-94.0,7.0,6.69,8370,0.99,1.00,0.91
2a,27.0,-88.0,-2.0,6.60,,,,
3,54.0,11.0,7.0,6.32,1701,0.97,0.98,0.57
4,-24.0,-88.0,-5.0,6.28,9774,0.99,1.00,0.93
4a,-21.0,-94.0,4.0,6.07,,,,
4b,-12.0,-88.0,-5.0,5.95,,,,
5,-60.0,-34.0,25.0,6.16,4995,0.99,0.99,0.85
5a,-54.0,-31.0,19.0,5.84,,,,
6,3.0,-58.0,67.0,5.99,14877,1.00,1.00,0.95
6a,3.0,-73.0,46.0,5.67,,,,
6b,-9.0,-61.0,64.0,5.60,,,,
6c,-33.0,-43.0,64.0,5.49,,,,
7,-51.0,-37.0,4.0,5.93,1188,0.95,0.98,0.39
8,-42.0,-58.0,43.0,5.77,3537,0.98,0.99,0.79
9,0.0,-25.0,31.0,5.64,1971,0.97,0.99,0.63
9a,9.0,-43.0,25.0,4.90,,,,
9b,-3.0,-37.0,25.0,4.83,,,,
10,3.0,-97.0,22.0,5.56,1053,0.95,0.97,0.31
10a,3.0,-91.0,34.0,5.14,,,,
11,-54.0,-4.0,49.0,5.29,459,0.88,0.94,0.00
12,-54.0,-73.0,1.0,5.27,1026,0.95,0.97,0.29
12a,-48.0,-82.0,10.0,5.02,,,,
13,63.0,-25.0,-14.0,5.26,432,0.88,0.94,0.00
14,27.0,-43.0,61.0,5.06,756,0.93,0.96,0.04
15,-60.0,-22.0,-29.0,5.03,405,0.87,0.93,0.00
16,48.0,-31.0,4.0,5.02,216,0.75,0.88,0.00
17,-51.0,-67.0,-35.0,4.88,243,0.89,0.89,0.00
18,36.0,2.0,10.0,4.86,135,0.80,0.80,0.00
19,57.0,-70.0,10.0,4.79,189,0.71,0.86,0.00
20,-30.0,-16.0,61.0,4.76,432,0.88,0.94,0.00
20a,-21.0,-16.0,64.0,4.73,,,,
21,0.0,-46.0,73.0,4.69,27,0.00,1.00,0.00
22,-54.0,-10.0,-5.0,4.65,135,0.60,0.80,0.00
23,15.0,11.0,-26.0,4.63,27,0.00,0.00,0.00
24,-24.0,-52.0,-20.0,4.60,54,0.00,0.50,0.00
25,-12.0,-55.0,28.0,4.59,81,0.33,0.67,0.00
26,-57.0,-4.0,-8.0,4.57,27,0.00,0.00,0.00
27,-27.0,-67.0,-23.0,4.54,27,0.00,0.00,0.00
28,-18.0,-49.0,-20.0,4.54,27,0.00,0.00,0.00
29,18.0,11.0,-23.0,4.54,27,0.00,0.00,0.00
30,-9.0,2.0,40.0,4.52,27,0.00,0.00,0.00
31,60.0,-58.0,-23.0,4.52,27,0.00,0.00,0.00
32,-27.0,50.0,-17.0,4.51,27,0.00,0.00,0.00
33,42.0,-1.0,13.0,4.50,27,0.00,0.00,0.00
