Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,36.0,-82.0,19.0,9.51,110943,0.99,1.00,0.99
1a,-33.0,-88.0,10.0,9.45,,,,
1b,27.0,-61.0,-11.0,9.29,,,,
1c,0.0,-82.0,13.0,8.40,,,,
2,42.0,-46.0,-20.0,6.60,1728,0.75,0.80,0.50
3,-9.0,47.0,-26.0,6.11,810,0.70,0.77,0.00
4,-27.0,26.0,55.0,5.47,945,0.63,0.69,0.14
5,-21.0,35.0,-14.0,5.43,1107,0.66,0.71,0.22
6,0.0,-64.0,37.0,5.32,1296,0.54,0.71,0.35
7,6.0,47.0,-26.0,5.32,729,0.37,0.48,0.00
7a,12.0,53.0,-23.0,4.86,,,,
8,24.0,2.0,-17.0,5.29,918,0.50,0.53,0.06
8a,21.0,-10.0,-14.0,4.54,,,,
9,48.0,-61.0,-8.0,5.20,1215,0.60,0.73,0.31
10,-39.0,11.0,-23.0,5.15,702,0.15,0.46,0.00
11,-51.0,-67.0,25.0,5.09,3132,0.76,0.86,0.72
11a,-48.0,-67.0,37.0,4.75,,,,
11b,-48.0,-55.0,19.0,4.60,,,,
12,-21.0,44.0,-11.0,4.63,27,0.00,0.00,0.00
13,3.0,59.0,25.0,4.60,270,0.00,0.00,0.00
14,33.0,29.0,-17.0,4.60,324,0.00,0.00,0.00
15,51.0,-10.0,-17.0,4.54,297,0.00,0.09,0.00
16,3.0,11.0,-11.0,4.45,81,0.00,0.00,0.00
17,18.0,32.0,49.0,4.44,297,0.00,0.00,0.00
18,-42.0,20.0,52.0,4.19,54,0.00,0.00,0.00
19,-39.0,8.0,-11.0,4.17,54,0.00,0.00,0.00
20,-21.0,-10.0,-14.0,4.16,54,0.00,0.00,0.00
21,-60.0,-7.0,-17.0,4.15,81,0.00,0.00,0.00
22,-42.0,11.0,-11.0,4.13,27,0.00,0.00,0.00
23,-57.0,-43.0,13.0,4.11,54,0.00,0.00,0.00
24,-24.0,-1.0,-47.0,4.09,27,0.00,0.00,0.00
25,-18.0,44.0,-14.0,4.06,27,0.00,0.00,0.00
26,-39.0,23.0,-23.0,4.06,27,0.00,0.00,0.00
27,48.0,-52.0,13.0,4.04,27,0.00,0.00,0.00
28,-54.0,-4.0,-14.0,4.03,27,0.00,0.00,0.00
29,-15.0,38.0,55.0,4.02,27,0.00,0.00,0.00
30,39.0,23.0,-32.0,4.02,27,0.00,0.00,0.00
