Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,36.0,-82.0,19.0,9.51,92664,1.00,1.00,0.99
1a,-33.0,-88.0,10.0,9.45,,,,
1b,27.0,-61.0,-11.0,9.29,,,,
1c,0.0,-82.0,13.0,8.40,,,,
2,42.0,-46.0,-20.0,6.60,1215,0.96,0.98,0.40
3,-9.0,47.0,-26.0,6.11,540,0.85,0.90,0.00
4,-27.0,26.0,55.0,5.47,513,0.89,0.95,0.00
5,-21.0,35.0,-14.0,5.43,675,0.92,0.92,0.00
6,0.0,-64.0,37.0,5.32,594,0.86,0.91,0.00
7,6.0,47.0,-26.0,5.32,189,0.86,0.86,0.00
8,24.0,2.0,-17.0,5.29,324,0.83,0.83,0.00
9,48.0,-61.0,-8.0,5.20,621,0.91,0.91,0.00
10,-39.0,11.0,-23.0,5.15,162,0.50,0.67,0.00
11,-51.0,-67.0,25.0,5.09,432,0.88,0.88,0.00
11a,-48.0,-67.0,37.0,4.75,,,,
12,12.0,53.0,-23.0,4.86,108,0.50,0.75,0.00
13,-21.0,29.0,58.0,4.71,27,0.00,1.00,0.00
14,-21.0,44.0,-11.0,4.63,27,0.00,0.00,0.00
15,-48.0,-55.0,19.0,4.60,54,0.00,0.50,0.00
16,3.0,59.0,25.0,4.60,27,0.00,0.00,0.00
17,33.0,29.0,-17.0,4.60,27,0.00,0.00,0.00
18,12.0,-61.0,-2.0,4.55,27,0.00,0.00,0.00
19,21.0,-10.0,-14.0,4.54,27,0.00,0.00,0.00
20,51.0,-10.0,-17.0,4.54,27,0.00,0.00,0.00
21,12.0,-79.0,52.0,4.53,27,0.00,0.00,0.00
