Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,33.0,47.0,37.0,4.84,2268.0,84.0,0.02,0.08,0.0,0.11
1a,30.0,47.0,25.0,4.4,,,,,,
2,-12.0,-85.0,-20.0,3.72,270.0,10.0,0.0,0.0,0.0,0.0
3,-30.0,50.0,34.0,3.62,135.0,5.0,0.0,0.0,0.0,0.0
4,3.0,-85.0,-20.0,3.53,324.0,12.0,0.0,0.0,0.0,0.0
5,-51.0,-70.0,7.0,3.37,243.0,9.0,0.0,0.0,0.0,0.0
6,21.0,11.0,61.0,3.27,135.0,5.0,0.0,0.0,0.0,0.0
7,39.0,17.0,-14.0,3.25,27.0,1.0,0.0,0.0,0.0,0.0
8,30.0,59.0,-5.0,3.22,81.0,3.0,0.0,0.0,0.0,0.0
9,9.0,-43.0,-8.0,3.18,54.0,2.0,0.0,0.0,0.0,0.0
10,33.0,14.0,-11.0,3.17,108.0,4.0,0.0,0.0,0.0,0.0
11,-39.0,-67.0,10.0,3.04,27.0,1.0,0.0,0.0,0.0,0.0
