Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
19,12.0,56.0,4.0,3.92,2862.0,106.0,0.0,0.0,0.0,0.0
19a,12.0,41.0,-8.0,3.76,,,,,,
19b,3.0,47.0,16.0,3.72,,,,,,
20,-27.0,-55.0,46.0,3.85,1134.0,42.0,0.0,0.0,0.0,0.0
21,-33.0,20.0,4.0,3.77,783.0,29.0,0.0,0.0,0.0,0.0
21a,-36.0,23.0,-5.0,3.52,,,,,,
22,27.0,32.0,49.0,3.75,189.0,7.0,0.0,0.0,0.0,0.0
23,27.0,-55.0,46.0,3.75,837.0,31.0,0.0,0.0,0.0,0.0
24,24.0,-43.0,67.0,3.75,162.0,6.0,0.0,0.0,0.0,0.0
25,-3.0,-58.0,28.0,3.7,999.0,37.0,0.0,0.0,0.0,0.0
25a,-3.0,-46.0,28.0,3.65,,,,,,
26,-30.0,-4.0,52.0,3.69,864.0,32.0,0.0,0.0,0.0,0.0
27,42.0,5.0,46.0,3.68,648.0,24.0,0.0,0.0,0.0,0.0
28,57.0,-55.0,31.0,3.67,1782.0,66.0,0.0,0.0,0.0,0.0
28a,54.0,-61.0,43.0,3.4,,,,,,
29,-24.0,-76.0,31.0,3.66,567.0,21.0,0.0,0.0,0.0,0.0
30,48.0,20.0,-32.0,3.66,270.0,10.0,0.0,0.0,0.0,0.0
31,18.0,20.0,-8.0,3.6,189.0,7.0,0.0,0.0,0.0,0.0
32,-18.0,-40.0,-29.0,3.57,459.0,17.0,0.0,0.0,0.0,0.0
33,-33.0,-43.0,64.0,3.57,243.0,9.0,0.0,0.0,0.0,0.0
34,-3.0,-31.0,-8.0,3.46,324.0,12.0,0.0,0.0,0.0,0.0
35,-9.0,-7.0,16.0,3.46,162.0,6.0,0.0,0.0,0.0,0.0
36,-51.0,-22.0,-5.0,3.45,108.0,4.0,0.0,0.0,0.0,0.0
37,12.0,26.0,-20.0,3.43,162.0,6.0,0.0,0.0,0.0,0.0
38,-15.0,17.0,13.0,3.38,162.0,6.0,0.0,0.0,0.0,0.0
39,18.0,14.0,16.0,3.38,27.0,1.0,0.0,0.0,0.0,0.0
40,33.0,-28.0,64.0,3.37,81.0,3.0,0.0,0.0,0.0,0.0
41,60.0,-7.0,43.0,3.37,216.0,8.0,0.0,0.0,0.0,0.0
42,9.0,-49.0,64.0,3.36,243.0,9.0,0.0,0.0,0.0,0.0
43,-24.0,62.0,-2.0,3.36,324.0,12.0,0.0,0.0,0.0,0.0
44,-45.0,-19.0,-8.0,3.36,81.0,3.0,0.0,0.0,0.0,0.0
45,-18.0,32.0,52.0,3.3,54.0,2.0,0.0,0.0,0.0,0.0
46,39.0,50.0,13.0,3.3,27.0,1.0,0.0,0.0,0.0,0.0
47,12.0,53.0,16.0,3.28,27.0,1.0,0.0,0.0,0.0,0.0
48,-30.0,23.0,52.0,3.27,81.0,3.0,0.0,0.0,0.0,0.0
49,3.0,-76.0,-32.0,3.27,54.0,2.0,0.0,0.0,0.0,0.0
50,-27.0,-85.0,7.0,3.26,108.0,4.0,0.0,0.0,0.0,0.0
51,54.0,-58.0,-26.0,3.24,108.0,4.0,0.0,0.0,0.0,0.0
52,-9.0,44.0,-8.0,3.24,108.0,4.0,0.0,0.0,0.0,0.0
53,-18.0,-31.0,61.0,3.2,27.0,1.0,0.0,0.0,0.0,0.0
54,-42.0,-1.0,37.0,3.2,135.0,5.0,0.0,0.0,0.0,0.0
55,-54.0,26.0,25.0,3.2,54.0,2.0,0.0,0.0,0.0,0.0
56,24.0,5.0,67.0,3.18,27.0,1.0,0.0,0.0,0.0,0.0
57,42.0,50.0,16.0,3.17,27.0,1.0,0.0,0.0,0.0,0.0
58,33.0,-22.0,7.0,3.15,27.0,1.0,0.0,0.0,0.0,0.0
59,-3.0,59.0,4.0,3.13,27.0,1.0,0.0,0.0,0.0,0.0
60,-15.0,-16.0,19.0,3.13,54.0,2.0,0.0,0.0,0.0,0.0
61,-15.0,29.0,46.0,3.12,54.0,2.0,0.0,0.0,0.0,0.0
62,-39.0,5.0,22.0,3.1,27.0,1.0,0.0,0.0,0.0,0.0
63,-51.0,-19.0,22.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
64,39.0,-34.0,67.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
65,-12.0,-40.0,61.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
66,27.0,-55.0,-47.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
67,30.0,53.0,-2.0,3.08,27.0,1.0,0.0,0.0,0.0,0.0
68,-24.0,-37.0,73.0,3.07,54.0,2.0,0.0,0.0,0.0,0.0
69,-42.0,20.0,10.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
70,36.0,50.0,10.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
71,-27.0,5.0,-8.0,3.07,81.0,3.0,0.0,0.0,0.0,0.0
72,-24.0,-52.0,-44.0,3.07,27.0,1.0,0.0,0.0,0.0,0.0
73,6.0,-28.0,61.0,3.05,27.0,1.0,0.0,0.0,0.0,0.0
74,27.0,-10.0,-8.0,3.05,54.0,2.0,0.0,0.0,0.0,0.0
75,-30.0,26.0,46.0,3.04,27.0,1.0,0.0,0.0,0.0,0.0
76,-18.0,-70.0,40.0,3.04,27.0,1.0,0.0,0.0,0.0,0.0
77,42.0,-10.0,31.0,3.03,27.0,1.0,0.0,0.0,0.0,0.0
78,24.0,56.0,34.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
79,3.0,-82.0,-26.0,3.02,27.0,1.0,0.0,0.0,0.0,0.0
80,24.0,-40.0,58.0,3.01,27.0,1.0,0.0,0.0,0.0,0.0
