Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,-33.0,-94.0,-17.0,5.63,918,34.0,0.91,0.94,0.21,0.94
2,66.0,2.0,16.0,5.47,513,19.0,0.89,0.89,0.0,0.89
3,-12.0,-82.0,-8.0,5.4,783,29.0,0.93,0.93,0.07,0.97
4,-6.0,11.0,52.0,5.3,594,22.0,0.86,0.91,0.0,0.91
5,45.0,14.0,25.0,5.27,783,29.0,0.93,0.93,0.07,0.93
6,12.0,-43.0,-26.0,5.08,189,7.0,0.86,0.86,0.0,0.86
7,39.0,-73.0,4.0,5.0,81,3.0,0.67,1.0,0.0,0.67
8,30.0,-73.0,-8.0,4.96,189,7.0,0.71,0.71,0.0,0.86
9,-63.0,-34.0,16.0,4.95,702,26.0,0.88,0.92,0.0,0.92
10,-24.0,-61.0,-11.0,4.91,162,6.0,0.67,0.67,0.0,0.83
11,-63.0,-10.0,13.0,4.9,108,4.0,0.5,0.5,0.0,0.75
12,-27.0,-19.0,4.0,4.85,81,3.0,0.67,0.67,0.0,0.67
13,36.0,-94.0,-8.0,4.75,432,16.0,0.81,0.88,0.0,0.88
14,-57.0,-19.0,7.0,4.68,108,4.0,0.5,0.5,0.0,0.75
15,69.0,-22.0,10.0,4.67,108,4.0,0.5,0.5,0.0,0.75
16,30.0,-46.0,-11.0,4.64,270,10.0,0.7,0.8,0.0,0.8
17,-60.0,-49.0,25.0,4.59,54,2.0,0.0,0.0,0.0,0.0
18,69.0,-10.0,13.0,4.59,54,2.0,0.0,0.0,0.0,0.5
19,-45.0,-79.0,-26.0,4.56,54,2.0,0.0,0.5,0.0,0.5
20,12.0,-46.0,1.0,4.54,27,1.0,0.0,0.0,0.0,0.0
21,15.0,56.0,19.0,4.52,27,1.0,0.0,0.0,0.0,0.0
22,3.0,-25.0,52.0,4.51,27,1.0,0.0,0.0,0.0,0.0
