Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
30,0.0,-13.0,40.0,3.52,351,0.00,0.00,0.00
31,-39.0,38.0,28.0,3.49,324,0.00,0.00,0.00
32,3.0,-43.0,1.0,3.47,81,0.00,0.00,0.00
33,0.0,-64.0,-35.0,3.38,54,0.00,0.00,0.00
34,-3.0,-43.0,-35.0,3.33,54,0.00,0.00,0.00
35,-42.0,2.0,31.0,3.33,108,0.00,0.00,0.00
36,-6.0,5.0,19.0,3.32,27,0.00,0.00,0.00
37,27.0,44.0,34.0,3.31,108,0.00,0.00,0.00
38,42.0,17.0,-20.0,3.27,189,0.00,0.00,0.00
38a,51.0,11.0,-17.0,3.17,,,,
39,-42.0,41.0,19.0,3.24,27,0.00,0.00,0.00
40,-6.0,-76.0,1.0,3.23,27,0.00,0.00,0.00
41,36.0,-82.0,-35.0,3.22,162,0.00,0.00,0.00
42,-6.0,2.0,22.0,3.22,27,0.00,0.00,0.00
43,33.0,-43.0,-47.0,3.19,54,0.00,0.00,0.00
44,48.0,5.0,37.0,3.18,162,0.00,0.00,0.00
45,-24.0,-70.0,-26.0,3.17,135,0.00,0.00,0.00
46,-27.0,-46.0,-50.0,3.15,27,0.00,0.00,0.00
47,18.0,-76.0,-26.0,3.15,27,0.00,0.00,0.00
48,42.0,-1.0,-17.0,3.15,81,0.00,0.00,0.00
49,-39.0,-1.0,-14.0,3.14,108,0.00,0.00,0.00
50,0.0,-43.0,10.0,3.14,54,0.00,0.00,0.00
51,-54.0,2.0,19.0,3.13,27,0.00,0.00,0.00
52,9.0,29.0,52.0,3.12,54,0.00,0.00,0.00
53,-3.0,-1.0,43.0,3.12,54,0.00,0.00,0.00
54,-57.0,5.0,19.0,3.11,27,0.00,0.00,0.00
55,51.0,-31.0,1.0,3.11,54,0.00,0.00,0.00
56,-54.0,-28.0,-5.0,3.10,27,0.00,0.00,0.00
57,12.0,38.0,-5.0,3.09,27,0.00,0.00,0.00
58,12.0,-70.0,58.0,3.09,27,0.00,0.00,0.00
59,-12.0,23.0,-5.0,3.09,27,0.00,0.00,0.00
60,12.0,-4.0,25.0,3.08,27,0.00,0.00,0.00
61,-15.0,26.0,-5.0,3.08,27,0.00,0.00,0.00
62,-39.0,20.0,40.0,3.05,81,0.00,0.00,0.00
63,9.0,-73.0,58.0,3.04,27,0.00,0.00,0.00
64,33.0,8.0,-20.0,3.02,27,0.00,0.00,0.00
65,-33.0,14.0,10.0,3.02,27,0.00,0.00,0.00
66,33.0,-40.0,-44.0,3.02,27,0.00,0.00,0.00
67,-6.0,8.0,-17.0,3.01,27,0.00,0.00,0.00
