Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),Number of Voxels,TDP (ARI),TDP (Notip),TDP (pARI),TDP (pARI1)
1,45.0,-73.0,-8.0,10.21,20979.0,777.0,1.0,1.0,0.97,1.0
1a,48.0,-58.0,-14.0,9.63,,,,,,
1b,45.0,-40.0,-17.0,7.61,,,,,,
1c,42.0,-58.0,13.0,6.75,,,,,,
2,-45.0,-70.0,-2.0,10.19,17982.0,666.0,1.0,1.0,0.96,1.0
2a,-42.0,-46.0,-14.0,8.64,,,,,,
2b,-45.0,-67.0,-14.0,8.41,,,,,,
3,-27.0,-46.0,-8.0,9.43,2781.0,103.0,1.0,1.0,0.74,0.99
4,27.0,-43.0,-11.0,8.84,3672.0,136.0,1.0,1.0,0.8,0.99
5,18.0,-88.0,-5.0,8.2,1998.0,74.0,1.0,1.0,0.64,0.99
6,-15.0,-91.0,-8.0,8.13,2187.0,81.0,1.0,1.0,0.67,0.99
7,-6.0,-76.0,7.0,7.52,5076.0,188.0,1.0,1.0,0.86,0.99
7a,15.0,-73.0,7.0,6.67,,,,,,
7b,3.0,-73.0,7.0,6.38,,,,,,
7c,15.0,-70.0,16.0,6.3,,,,,,
8,21.0,-55.0,16.0,6.63,486.0,18.0,1.0,1.0,0.0,0.94
9,39.0,-79.0,22.0,6.48,270.0,10.0,1.0,1.0,0.0,0.9
10,3.0,41.0,-20.0,6.38,864.0,32.0,1.0,1.0,0.16,0.97
11,-15.0,-55.0,16.0,6.08,270.0,10.0,1.0,1.0,0.0,0.9
12,9.0,47.0,-8.0,6.03,54.0,2.0,1.0,1.0,0.0,0.5
13,-42.0,2.0,28.0,6.01,162.0,6.0,1.0,1.0,0.0,0.83
14,-6.0,38.0,-8.0,5.98,162.0,6.0,1.0,1.0,0.0,0.83
15,-15.0,-61.0,-5.0,5.87,108.0,4.0,1.0,1.0,0.0,0.75
16,6.0,26.0,43.0,5.86,135.0,5.0,1.0,1.0,0.0,0.8
17,24.0,-79.0,-14.0,5.6,27.0,1.0,1.0,1.0,0.0,0.0
18,-12.0,-67.0,-2.0,5.56,27.0,1.0,1.0,1.0,0.0,0.0
19,24.0,-97.0,13.0,5.5,27.0,1.0,1.0,1.0,0.0,0.0
