Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,6.0,-28.0,73.0,9.72,7614,0.99,0.99,0.90
2,-6.0,-34.0,73.0,8.74,6804,0.99,0.98,0.89
3,-12.0,-37.0,-23.0,8.56,2943,0.97,0.97,0.75
4,15.0,-37.0,-23.0,7.22,2835,0.97,0.96,0.74
4a,24.0,-31.0,-29.0,6.47,,,,
5,33.0,-22.0,16.0,7.00,567,0.90,0.86,0.00
6,-36.0,-28.0,61.0,5.37,999,0.92,0.92,0.27
6a,-45.0,-25.0,64.0,4.91,,,,
7,-33.0,-22.0,16.0,4.83,54,0.50,0.00,0.00
8,36.0,-13.0,7.0,4.54,27,0.00,0.00,0.00
9,45.0,-28.0,19.0,4.51,27,0.00,0.00,0.00
