Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,21.0,-94.0,4.0,6.70,8748,0.99,1.00,0.92
1a,27.0,-88.0,-5.0,6.54,,,,
2,-51.0,-37.0,4.0,6.67,1215,0.96,0.98,0.40
3,-24.0,-88.0,-11.0,6.48,10368,0.99,1.00,0.93
3a,-21.0,-91.0,4.0,6.34,,,,
3b,-12.0,-88.0,-8.0,6.25,,,,
4,-60.0,-31.0,25.0,6.13,4401,0.99,0.99,0.83
4a,-57.0,-37.0,34.0,5.85,,,,
4b,-60.0,-52.0,37.0,4.67,,,,
4c,-54.0,-25.0,37.0,4.67,,,,
5,3.0,-67.0,61.0,5.85,3969,0.99,0.99,0.82
5a,-3.0,-55.0,67.0,5.52,,,,
5b,0.0,-76.0,46.0,5.18,,,,
6,63.0,-34.0,28.0,5.53,2943,0.98,0.99,0.75
6a,60.0,-22.0,19.0,5.28,,,,
6b,60.0,-22.0,37.0,4.75,,,,
6c,51.0,-22.0,40.0,4.65,,,,
7,-54.0,-4.0,49.0,5.48,594,0.91,1.00,0.00
8,51.0,-64.0,40.0,5.46,6075,0.99,1.00,0.88
8a,51.0,-55.0,46.0,5.30,,,,
8b,39.0,-67.0,49.0,5.25,,,,
8c,51.0,-40.0,58.0,4.80,,,,
9,54.0,11.0,7.0,5.44,567,0.90,0.95,0.00
10,-33.0,-58.0,40.0,5.38,3456,0.98,0.99,0.79
10a,-48.0,-61.0,37.0,4.79,,,,
11,6.0,-91.0,37.0,5.32,783,0.93,0.97,0.07
11a,3.0,-94.0,19.0,5.27,,,,
11b,3.0,-94.0,28.0,5.21,,,,
12,51.0,-28.0,4.0,5.25,297,0.82,1.00,0.00
13,-18.0,-49.0,64.0,5.23,1161,0.95,1.00,0.37
13a,-33.0,-43.0,61.0,4.75,,,,
14,54.0,-7.0,-11.0,5.10,540,0.90,1.00,0.00
15,-54.0,-70.0,1.0,5.08,243,0.78,1.00,0.00
16,-54.0,-52.0,-20.0,5.04,459,0.88,0.94,0.00
17,-3.0,-31.0,28.0,5.01,351,0.85,1.00,0.00
18,0.0,-46.0,73.0,4.80,162,0.67,1.00,0.00
19,-60.0,-40.0,-14.0,4.77,162,0.67,0.83,0.00
20,66.0,-37.0,-14.0,4.70,135,0.60,1.00,0.00
21,-15.0,-22.0,28.0,4.69,27,0.00,1.00,0.00
22,-9.0,-67.0,37.0,4.65,81,0.33,1.00,0.00
23,-54.0,-10.0,52.0,4.65,27,0.00,1.00,0.00
24,-54.0,-31.0,55.0,4.64,54,0.00,1.00,0.00
25,-18.0,-31.0,-2.0,4.62,27,0.00,1.00,0.00
26,63.0,-28.0,43.0,4.60,27,0.00,1.00,0.00
27,21.0,-28.0,25.0,4.59,27,0.00,1.00,0.00
28,-45.0,50.0,1.0,4.50,27,0.00,0.00,0.00
