Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,21.0,-94.0,4.0,6.70,15579,0.67,0.72,0.71
1a,27.0,-88.0,-5.0,6.54,,,,
2,-51.0,-37.0,4.0,6.67,5940,0.21,0.27,0.23
2a,-54.0,-4.0,-8.0,4.25,,,,
2b,-51.0,-13.0,-14.0,4.12,,,,
3,-24.0,-88.0,-11.0,6.48,21843,0.63,0.69,0.70
3a,-21.0,-91.0,4.0,6.34,,,,
3b,-12.0,-88.0,-8.0,6.25,,,,
3c,-39.0,-67.0,-11.0,4.17,,,,
4,-60.0,-31.0,25.0,6.13,73008,0.66,0.80,0.86
4a,3.0,-67.0,61.0,5.85,,,,
4b,-57.0,-37.0,34.0,5.85,,,,
4c,-3.0,-55.0,67.0,5.52,,,,
5,63.0,-34.0,28.0,5.53,40230,0.62,0.74,0.77
5a,51.0,-64.0,40.0,5.46,,,,
5b,51.0,-55.0,46.0,5.30,,,,
5c,60.0,-22.0,19.0,5.28,,,,
6,-54.0,-4.0,49.0,5.48,3699,0.27,0.34,0.23
7,54.0,11.0,7.0,5.44,4320,0.14,0.16,0.07
7a,42.0,20.0,-5.0,3.38,,,,
7b,48.0,23.0,-11.0,3.13,,,,
7c,39.0,23.0,1.0,3.10,,,,
8,51.0,-28.0,4.0,5.25,7263,0.20,0.26,0.22
8a,54.0,-7.0,-11.0,5.10,,,,
8b,48.0,8.0,-26.0,3.22,,,,
9,-54.0,-70.0,1.0,5.08,9450,0.22,0.31,0.30
9a,-54.0,-52.0,-20.0,5.04,,,,
9b,-60.0,-40.0,-14.0,4.77,,,,
9c,-45.0,-85.0,13.0,3.72,,,,
10,66.0,-37.0,-14.0,4.70,9612,0.08,0.22,0.24
10a,57.0,-58.0,-20.0,4.46,,,,
10b,57.0,-64.0,4.0,4.32,,,,
10c,57.0,-70.0,10.0,4.01,,,,
11,-15.0,-22.0,28.0,4.69,189,0.00,0.00,0.00
12,-18.0,-31.0,-2.0,4.62,1620,0.00,0.00,0.00
12a,-6.0,-31.0,-5.0,4.17,,,,
12b,-24.0,-37.0,-14.0,3.54,,,,
13,21.0,-28.0,25.0,4.59,54,0.00,0.00,0.00
14,-45.0,50.0,1.0,4.50,5103,0.00,0.02,0.00
14a,-42.0,53.0,10.0,4.05,,,,
14b,-36.0,62.0,-2.0,3.87,,,,
14c,-27.0,59.0,-17.0,3.62,,,,
15,-21.0,-34.0,22.0,4.44,27,0.00,0.00,0.00
16,0.0,-76.0,-2.0,4.38,783,0.00,0.00,0.00
17,-24.0,-52.0,-20.0,4.34,2943,0.00,0.00,0.00
17a,-30.0,-70.0,-29.0,3.87,,,,
18,-6.0,50.0,-11.0,4.26,1890,0.00,0.00,0.00
18a,9.0,47.0,-11.0,3.97,,,,
19,-18.0,14.0,-29.0,4.18,378,0.00,0.00,0.00
20,48.0,50.0,-11.0,4.14,1404,0.00,0.00,0.00
20a,27.0,50.0,-17.0,4.10,,,,
20b,45.0,50.0,-17.0,4.06,,,,
21,18.0,-22.0,28.0,4.08,54,0.00,0.00,0.00
22,3.0,29.0,40.0,4.07,1755,0.00,0.00,0.00
23,30.0,-13.0,61.0,3.91,918,0.00,0.00,0.00
24,-33.0,-1.0,10.0,3.91,891,0.00,0.00,0.00
24a,-48.0,-1.0,4.0,3.53,,,,
25,-6.0,5.0,61.0,3.91,324,0.00,0.00,0.00
26,-12.0,56.0,40.0,3.89,540,0.00,0.00,0.00
27,39.0,17.0,43.0,3.82,1323,0.00,0.00,0.00
28,-6.0,2.0,40.0,3.79,1458,0.00,0.00,0.00
28a,6.0,5.0,40.0,3.44,,,,
29,-36.0,-40.0,-50.0,3.76,513,0.00,0.00,0.00
30,57.0,-4.0,49.0,3.76,351,0.00,0.00,0.00
31,39.0,-13.0,-20.0,3.73,54,0.00,0.00,0.00
32,-51.0,-67.0,-38.0,3.72,378,0.00,0.00,0.00
33,-24.0,-13.0,64.0,3.69,1485,0.00,0.00,0.00
34,-27.0,17.0,-8.0,3.69,1161,0.00,0.00,0.00
34a,-54.0,14.0,-5.0,3.57,,,,
34b,-36.0,17.0,-2.0,3.41,,,,
35,18.0,65.0,-14.0,3.64,729,0.00,0.00,0.00
36,18.0,17.0,-26.0,3.64,81,0.00,0.00,0.00
37,15.0,-46.0,4.0,3.63,162,0.00,0.00,0.00
38,6.0,-4.0,58.0,3.60,324,0.00,0.00,0.00
39,18.0,47.0,-23.0,3.56,81,0.00,0.00,0.00
40,30.0,-25.0,-32.0,3.56,189,0.00,0.00,0.00
41,0.0,-91.0,-26.0,3.52,243,0.00,0.00,0.00
42,-9.0,-55.0,13.0,3.50,81,0.00,0.00,0.00
43,12.0,-31.0,-5.0,3.50,324,0.00,0.00,0.00
44,-60.0,8.0,7.0,3.48,270,0.00,0.00,0.00
45,0.0,-19.0,1.0,3.48,162,0.00,0.00,0.00
46,42.0,2.0,13.0,3.47,270,0.00,0.00,0.00
47,-51.0,-46.0,-38.0,3.45,162,0.00,0.00,0.00
48,36.0,-7.0,-32.0,3.44,108,0.00,0.00,0.00
49,36.0,-10.0,-20.0,3.44,54,0.00,0.00,0.00
50,27.0,-46.0,-20.0,3.44,189,0.00,0.00,0.00
51,-12.0,-55.0,28.0,3.43,81,0.00,0.00,0.00
52,-48.0,-22.0,-32.0,3.43,54,0.00,0.00,0.00
53,45.0,50.0,1.0,3.42,1161,0.00,0.00,0.00
54,6.0,-49.0,-47.0,3.42,108,0.00,0.00,0.00
55,51.0,-46.0,-44.0,3.41,54,0.00,0.00,0.00
56,48.0,-7.0,34.0,3.38,81,0.00,0.00,0.00
57,48.0,-52.0,-50.0,3.35,81,0.00,0.00,0.00
58,-51.0,-61.0,-44.0,3.33,54,0.00,0.00,0.00
59,27.0,-31.0,-8.0,3.32,54,0.00,0.00,0.00
60,6.0,-31.0,-5.0,3.32,108,0.00,0.00,0.00
61,39.0,-10.0,-26.0,3.30,27,0.00,0.00,0.00
62,9.0,-49.0,-35.0,3.29,108,0.00,0.00,0.00
63,-12.0,-52.0,10.0,3.28,81,0.00,0.00,0.00
64,54.0,8.0,31.0,3.28,81,0.00,0.00,0.00
65,-33.0,-34.0,-32.0,3.26,27,0.00,0.00,0.00
