Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,24.0,-94.0,7.0,6.91,12258,0.94,0.97,0.92
1a,27.0,-88.0,-2.0,6.81,,,,
2,-60.0,-28.0,19.0,6.54,25218,0.97,0.99,0.96
2a,-33.0,-43.0,61.0,6.37,,,,
2b,-54.0,-25.0,31.0,6.32,,,,
2c,-57.0,-22.0,40.0,5.83,,,,
3,-24.0,-88.0,-8.0,6.12,13473,0.95,0.97,0.93
4,-18.0,-10.0,64.0,6.11,2997,0.77,0.88,0.68
5,51.0,-22.0,37.0,6.00,18009,0.96,0.98,0.95
5a,60.0,-31.0,31.0,5.75,,,,
5b,63.0,-25.0,37.0,5.66,,,,
5c,60.0,-19.0,19.0,5.46,,,,
6,-24.0,-52.0,-20.0,5.88,1998,0.69,0.84,0.53
6a,-27.0,-64.0,-23.0,4.37,,,,
7,-42.0,-1.0,10.0,5.87,3726,0.84,0.93,0.75
7a,-33.0,-1.0,13.0,5.76,,,,
7b,-54.0,2.0,7.0,5.22,,,,
8,57.0,8.0,7.0,5.73,3834,0.82,0.90,0.75
8a,36.0,5.0,10.0,4.68,,,,
8b,45.0,-1.0,13.0,4.66,,,,
8c,54.0,5.0,25.0,4.64,,,,
9,-54.0,-70.0,1.0,5.50,2187,0.69,0.85,0.57
9a,-45.0,-82.0,10.0,4.64,,,,
10,3.0,-91.0,34.0,5.42,2700,0.75,0.89,0.65
10a,3.0,-97.0,22.0,5.14,,,,
10b,3.0,-76.0,46.0,4.73,,,,
11,-54.0,-4.0,49.0,5.29,648,0.50,0.54,0.00
12,3.0,-28.0,28.0,5.21,2079,0.71,0.84,0.55
12a,3.0,-37.0,25.0,4.83,,,,
13,-45.0,-61.0,43.0,5.18,3294,0.79,0.89,0.71
13a,-36.0,-67.0,55.0,4.21,,,,
14,33.0,-13.0,58.0,5.16,1161,0.63,0.72,0.19
15,48.0,-31.0,1.0,4.97,999,0.49,0.65,0.05
16,60.0,-55.0,-26.0,4.92,621,0.35,0.52,0.00
17,-51.0,-31.0,1.0,4.84,1026,0.47,0.68,0.08
18,-51.0,-67.0,-32.0,4.83,432,0.25,0.56,0.00
18a,-48.0,-76.0,-29.0,4.36,,,,
19,54.0,-7.0,-14.0,4.77,864,0.34,0.66,0.00
20,-6.0,5.0,58.0,4.69,270,0.20,0.30,0.00
21,-54.0,-55.0,-20.0,4.66,972,0.36,0.64,0.03
22,6.0,-7.0,61.0,4.64,513,0.00,0.37,0.00
23,9.0,5.0,43.0,4.60,432,0.06,0.19,0.00
24,-63.0,-43.0,-17.0,4.44,405,0.00,0.20,0.00
25,-27.0,-43.0,-29.0,4.42,81,0.00,0.00,0.00
26,66.0,-46.0,-14.0,4.41,351,0.00,0.08,0.00
26a,66.0,-37.0,-14.0,4.07,,,,
27,54.0,-28.0,-29.0,4.41,108,0.00,0.00,0.00
28,-60.0,-25.0,-26.0,4.38,81,0.00,0.00,0.00
29,42.0,50.0,1.0,4.37,297,0.00,0.00,0.00
30,51.0,20.0,-23.0,4.36,81,0.00,0.00,0.00
31,-27.0,-58.0,1.0,4.36,27,0.00,0.00,0.00
32,-57.0,-10.0,-8.0,4.32,216,0.00,0.00,0.00
33,-30.0,-40.0,-32.0,4.27,54,0.00,0.00,0.00
34,-21.0,-34.0,22.0,4.27,27,0.00,0.00,0.00
35,-9.0,5.0,37.0,4.25,162,0.00,0.00,0.00
36,6.0,26.0,34.0,4.20,54,0.00,0.00,0.00
37,-48.0,2.0,52.0,4.14,27,0.00,0.00,0.00
38,15.0,-52.0,67.0,4.14,54,0.00,0.00,0.00
39,0.0,-46.0,73.0,4.11,27,0.00,0.00,0.00
40,-42.0,53.0,1.0,4.10,108,0.00,0.00,0.00
41,-30.0,-58.0,4.0,4.10,27,0.00,0.00,0.00
42,-45.0,-55.0,-32.0,4.08,27,0.00,0.00,0.00
43,-33.0,14.0,4.0,4.04,27,0.00,0.00,0.00
44,54.0,-25.0,-32.0,4.04,27,0.00,0.00,0.00
45,3.0,-22.0,-2.0,4.04,54,0.00,0.00,0.00
46,3.0,-58.0,-41.0,4.03,27,0.00,0.00,0.00
47,0.0,-19.0,1.0,4.02,27,0.00,0.00,0.00
48,-30.0,-67.0,58.0,4.01,27,0.00,0.00,0.00
49,12.0,-1.0,49.0,4.00,27,0.00,0.00,0.00
