Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
16,-27.0,-58.0,1.0,4.36,108,0.00,0.00,0.00
17,-21.0,-34.0,22.0,4.27,27,0.00,0.00,0.00
18,6.0,26.0,34.0,4.20,1917,0.00,0.00,0.00
18a,6.0,32.0,28.0,3.83,,,,
18b,-6.0,32.0,28.0,3.44,,,,
19,-42.0,53.0,1.0,4.10,3051,0.00,0.00,0.00
19a,-42.0,53.0,10.0,3.64,,,,
19b,-36.0,59.0,-8.0,3.49,,,,
20,3.0,-22.0,-2.0,4.04,1188,0.00,0.00,0.00
20a,-6.0,-34.0,-5.0,3.88,,,,
21,3.0,-58.0,-41.0,4.03,810,0.00,0.00,0.00
22,3.0,-73.0,4.0,3.98,567,0.00,0.00,0.00
23,-9.0,62.0,28.0,3.94,1998,0.00,0.00,0.00
23a,-9.0,56.0,16.0,3.80,,,,
23b,-12.0,56.0,40.0,3.19,,,,
24,0.0,-91.0,-26.0,3.85,1242,0.00,0.00,0.00
24a,0.0,-85.0,-35.0,3.32,,,,
24b,3.0,-82.0,-20.0,3.25,,,,
25,0.0,2.0,4.0,3.85,594,0.00,0.00,0.00
26,42.0,-82.0,-26.0,3.84,513,0.00,0.00,0.00
27,0.0,53.0,-14.0,3.82,1674,0.00,0.00,0.00
28,-6.0,-1.0,-20.0,3.76,81,0.00,0.00,0.00
29,-27.0,-55.0,-2.0,3.75,81,0.00,0.00,0.00
30,21.0,-49.0,-20.0,3.72,621,0.00,0.00,0.00
31,-24.0,-52.0,4.0,3.67,108,0.00,0.00,0.00
32,-18.0,-22.0,19.0,3.62,135,0.00,0.00,0.00
33,-21.0,-43.0,7.0,3.58,216,0.00,0.00,0.00
34,-27.0,47.0,-14.0,3.53,378,0.00,0.00,0.00
35,-6.0,2.0,4.0,3.53,162,0.00,0.00,0.00
36,9.0,-31.0,-2.0,3.53,216,0.00,0.00,0.00
37,6.0,62.0,34.0,3.50,135,0.00,0.00,0.00
38,-18.0,-37.0,13.0,3.49,81,0.00,0.00,0.00
39,39.0,8.0,-35.0,3.46,81,0.00,0.00,0.00
40,15.0,50.0,10.0,3.45,81,0.00,0.00,0.00
41,-15.0,-19.0,28.0,3.41,54,0.00,0.00,0.00
42,21.0,-28.0,25.0,3.41,27,0.00,0.00,0.00
43,48.0,-49.0,-50.0,3.38,108,0.00,0.00,0.00
44,-45.0,-4.0,58.0,3.38,27,0.00,0.00,0.00
45,15.0,11.0,-23.0,3.35,81,0.00,0.00,0.00
46,9.0,-34.0,-5.0,3.32,54,0.00,0.00,0.00
47,-9.0,17.0,10.0,3.30,54,0.00,0.00,0.00
48,-66.0,-10.0,7.0,3.28,108,0.00,0.00,0.00
49,57.0,-4.0,49.0,3.24,81,0.00,0.00,0.00
50,57.0,-70.0,7.0,3.24,216,0.00,0.00,0.00
51,-18.0,-28.0,25.0,3.23,27,0.00,0.00,0.00
52,12.0,-40.0,-2.0,3.22,108,0.00,0.00,0.00
53,-15.0,-43.0,49.0,3.21,54,0.00,0.00,0.00
54,-27.0,-46.0,1.0,3.18,27,0.00,0.00,0.00
55,63.0,-16.0,-35.0,3.18,27,0.00,0.00,0.00
56,15.0,-52.0,4.0,3.17,162,0.00,0.00,0.00
57,-48.0,-55.0,-44.0,3.17,27,0.00,0.00,0.00
58,6.0,38.0,19.0,3.16,27,0.00,0.00,0.00
59,-15.0,-34.0,16.0,3.15,27,0.00,0.00,0.00
60,18.0,-22.0,28.0,3.13,27,0.00,0.00,0.00
61,-27.0,62.0,-14.0,3.13,27,0.00,0.00,0.00
62,54.0,-1.0,52.0,3.12,27,0.00,0.00,0.00
63,-9.0,53.0,43.0,3.10,27,0.00,0.00,0.00
64,-39.0,23.0,-29.0,3.10,54,0.00,0.00,0.00
65,-36.0,41.0,28.0,3.09,108,0.00,0.00,0.00
66,-42.0,14.0,25.0,3.09,27,0.00,0.00,0.00
67,-18.0,-31.0,16.0,3.08,27,0.00,0.00,0.00
68,-48.0,-7.0,-20.0,3.06,27,0.00,0.00,0.00
69,-48.0,2.0,16.0,3.05,27,0.00,0.00,0.00
70,-39.0,38.0,19.0,3.05,54,0.00,0.00,0.00
71,-54.0,5.0,25.0,3.04,27,0.00,0.00,0.00
72,-6.0,14.0,10.0,3.03,27,0.00,0.00,0.00
73,-42.0,17.0,22.0,3.03,27,0.00,0.00,0.00
74,3.0,62.0,-20.0,3.03,27,0.00,0.00,0.00
75,-21.0,-7.0,-17.0,3.03,27,0.00,0.00,0.00
76,-42.0,56.0,-11.0,3.02,54,0.00,0.00,0.00
77,63.0,-25.0,-23.0,3.02,27,0.00,0.00,0.00
78,36.0,62.0,-8.0,3.01,27,0.00,0.00,0.00
79,-24.0,62.0,-17.0,3.01,27,0.00,0.00,0.00
80,18.0,14.0,-26.0,3.00,27,0.00,0.00,0.00
