Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,24.0,-94.0,7.0,6.91,14391,0.81,0.90,0.88
1a,27.0,-88.0,-2.0,6.81,,,,
2,-60.0,-28.0,19.0,6.54,78543,0.93,0.96,0.98
2a,-33.0,-43.0,61.0,6.37,,,,
2b,-54.0,-25.0,31.0,6.32,,,,
2c,-18.0,-10.0,64.0,6.11,,,,
3,-24.0,-88.0,-8.0,6.12,16551,0.81,0.90,0.89
4,-24.0,-52.0,-20.0,5.88,3402,0.44,0.64,0.51
4a,-27.0,-43.0,-29.0,4.42,,,,
4b,-27.0,-64.0,-23.0,4.37,,,,
5,-42.0,-1.0,10.0,5.87,5616,0.56,0.74,0.69
5a,-33.0,-1.0,13.0,5.76,,,,
5b,-54.0,2.0,7.0,5.22,,,,
5c,-33.0,14.0,4.0,4.04,,,,
6,57.0,8.0,7.0,5.73,6453,0.52,0.72,0.73
6a,36.0,5.0,10.0,4.68,,,,
6b,45.0,-1.0,13.0,4.66,,,,
6c,54.0,5.0,25.0,4.64,,,,
7,-54.0,-70.0,1.0,5.50,8829,0.45,0.70,0.79
7a,-51.0,-67.0,-32.0,4.83,,,,
7b,-54.0,-55.0,-20.0,4.66,,,,
7c,-45.0,-82.0,10.0,4.64,,,,
8,-54.0,-4.0,49.0,5.29,1296,0.25,0.42,0.00
9,3.0,-28.0,28.0,5.21,3051,0.49,0.63,0.45
9a,3.0,-37.0,25.0,4.83,,,,
10,33.0,-13.0,58.0,5.16,1998,0.36,0.50,0.23
11,48.0,-31.0,1.0,4.97,1809,0.27,0.46,0.15
12,60.0,-55.0,-26.0,4.92,2970,0.10,0.39,0.37
12a,66.0,-46.0,-14.0,4.41,,,,
12b,66.0,-37.0,-14.0,4.07,,,,
13,-51.0,-31.0,1.0,4.84,3753,0.16,0.42,0.52
13a,-57.0,-10.0,-8.0,4.32,,,,
13b,-57.0,2.0,-20.0,3.76,,,,
13c,-57.0,2.0,-11.0,3.70,,,,
14,54.0,-7.0,-14.0,4.77,2889,0.10,0.40,0.36
15,-6.0,5.0,58.0,4.69,675,0.08,0.20,0.00
16,6.0,-7.0,61.0,4.64,2106,0.13,0.42,0.18
16a,9.0,5.0,43.0,4.60,,,,
17,54.0,-28.0,-29.0,4.41,405,0.00,0.00,0.00
18,-60.0,-25.0,-26.0,4.38,378,0.00,0.00,0.00
19,42.0,50.0,1.0,4.37,1080,0.00,0.15,0.00
20,51.0,20.0,-23.0,4.36,189,0.00,0.14,0.00
21,-27.0,-58.0,1.0,4.36,81,0.00,0.00,0.00
22,-21.0,-34.0,22.0,4.27,27,0.00,0.00,0.00
23,-9.0,5.0,37.0,4.25,540,0.00,0.05,0.00
24,6.0,26.0,34.0,4.20,648,0.00,0.00,0.00
24a,6.0,32.0,28.0,3.83,,,,
25,-42.0,53.0,1.0,4.10,783,0.00,0.00,0.00
25a,-42.0,53.0,10.0,3.64,,,,
26,3.0,-22.0,-2.0,4.04,162,0.00,0.00,0.00
27,3.0,-58.0,-41.0,4.03,243,0.00,0.00,0.00
28,3.0,-73.0,4.0,3.98,189,0.00,0.00,0.00
29,-9.0,62.0,28.0,3.94,405,0.00,0.00,0.00
30,-6.0,-34.0,-5.0,3.88,189,0.00,0.00,0.00
31,45.0,50.0,-14.0,3.86,216,0.00,0.00,0.00
32,0.0,-91.0,-26.0,3.85,243,0.00,0.00,0.00
33,0.0,2.0,4.0,3.85,108,0.00,0.00,0.00
34,42.0,-82.0,-26.0,3.84,108,0.00,0.00,0.00
35,-3.0,-22.0,-2.0,3.84,54,0.00,0.00,0.00
36,0.0,53.0,-14.0,3.82,567,0.00,0.00,0.00
37,-9.0,56.0,16.0,3.80,54,0.00,0.00,0.00
38,-27.0,17.0,-5.0,3.79,27,0.00,0.00,0.00
39,-6.0,-1.0,-20.0,3.76,27,0.00,0.00,0.00
40,-27.0,-55.0,-2.0,3.75,27,0.00,0.00,0.00
41,42.0,44.0,16.0,3.75,108,0.00,0.00,0.00
42,21.0,-49.0,-20.0,3.72,108,0.00,0.00,0.00
43,30.0,53.0,-17.0,3.68,108,0.00,0.00,0.00
44,-24.0,-52.0,4.0,3.67,27,0.00,0.00,0.00
45,-51.0,8.0,-23.0,3.66,81,0.00,0.00,0.00
46,18.0,-31.0,40.0,3.64,27,0.00,0.00,0.00
47,42.0,-31.0,-29.0,3.62,54,0.00,0.00,0.00
48,-18.0,-22.0,19.0,3.62,27,0.00,0.00,0.00
49,0.0,-73.0,-2.0,3.59,27,0.00,0.00,0.00
50,-21.0,-43.0,7.0,3.58,27,0.00,0.00,0.00
51,39.0,-67.0,52.0,3.55,27,0.00,0.00,0.00
52,-27.0,47.0,-14.0,3.53,27,0.00,0.00,0.00
53,-6.0,-10.0,55.0,3.53,27,0.00,0.00,0.00
54,-9.0,-7.0,52.0,3.53,27,0.00,0.00,0.00
55,-6.0,2.0,4.0,3.53,54,0.00,0.00,0.00
56,9.0,-31.0,-2.0,3.53,27,0.00,0.00,0.00
57,9.0,11.0,34.0,3.52,27,0.00,0.00,0.00
58,-39.0,11.0,-2.0,3.51,27,0.00,0.00,0.00
