Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-21.0,-97.0,-14.0,5.59,3240,0.76,0.89,0.74
1a,-18.0,-97.0,1.0,5.46,,,,
1b,-30.0,-94.0,-14.0,5.27,,,,
2,24.0,-40.0,-11.0,5.08,864,0.28,0.62,0.03
2a,24.0,-52.0,-14.0,4.91,,,,
3,54.0,-64.0,1.0,4.85,1674,0.52,0.79,0.50
3a,51.0,-55.0,-2.0,4.81,,,,
4,18.0,-85.0,-5.0,4.51,1890,0.57,0.81,0.56
4a,21.0,-94.0,-2.0,4.47,,,,
4b,24.0,-91.0,-11.0,4.36,,,,
5,-54.0,-76.0,7.0,4.44,189,0.00,0.00,0.00
6,-30.0,-85.0,-20.0,4.12,108,0.00,0.00,0.00
7,-27.0,-49.0,-5.0,4.12,27,0.00,0.00,0.00
