Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-18.0,-13.0,-14.0,4.89,864,0.03,0.03,0.00
2,3.0,-67.0,46.0,4.53,3186,0.00,0.04,0.00
3,-6.0,62.0,25.0,4.49,2160,0.00,0.14,0.00
3a,-9.0,62.0,34.0,4.35,,,,
3b,-12.0,56.0,40.0,3.80,,,,
4,-39.0,17.0,-26.0,4.18,2241,0.00,0.00,0.00
4a,-42.0,17.0,-38.0,3.76,,,,
5,21.0,-7.0,-11.0,4.04,405,0.00,0.00,0.00
6,-51.0,38.0,4.0,4.01,486,0.00,0.00,0.00
7,-54.0,-61.0,-32.0,3.95,351,0.00,0.00,0.00
8,48.0,38.0,-11.0,3.85,594,0.00,0.00,0.00
9,57.0,-40.0,13.0,3.76,1053,0.00,0.00,0.00
10,-18.0,20.0,4.0,3.71,108,0.00,0.00,0.00
11,54.0,-7.0,46.0,3.71,189,0.00,0.00,0.00
12,9.0,35.0,25.0,3.64,621,0.00,0.00,0.00
13,-54.0,-58.0,40.0,3.51,297,0.00,0.00,0.00
14,-42.0,-67.0,-50.0,3.37,135,0.00,0.00,0.00
15,-3.0,17.0,19.0,3.35,81,0.00,0.00,0.00
16,-54.0,-7.0,-20.0,3.33,405,0.00,0.00,0.00
17,27.0,56.0,13.0,3.30,135,0.00,0.00,0.00
18,51.0,-43.0,43.0,3.26,189,0.00,0.00,0.00
19,-33.0,35.0,40.0,3.23,54,0.00,0.00,0.00
20,-24.0,50.0,19.0,3.15,135,0.00,0.00,0.00
21,45.0,-46.0,-32.0,3.14,54,0.00,0.00,0.00
22,54.0,38.0,10.0,3.13,27,0.00,0.00,0.00
23,-45.0,8.0,-41.0,3.11,54,0.00,0.00,0.00
24,-36.0,29.0,-17.0,3.10,27,0.00,0.00,0.00
25,39.0,41.0,31.0,3.07,162,0.00,0.00,0.00
26,-27.0,29.0,-14.0,3.07,27,0.00,0.00,0.00
