Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,60.0,-10.0,-2.0,16.86,33561,1.00,1.00,0.98
2,-63.0,-13.0,1.0,15.47,31671,1.00,1.00,0.98
2a,-45.0,-25.0,4.0,15.29,,,,
3,-33.0,-85.0,-14.0,15.27,37098,1.00,1.00,0.98
3a,-36.0,-91.0,-5.0,15.05,,,,
3b,-21.0,-94.0,-8.0,14.89,,,,
4,27.0,-91.0,-8.0,14.97,41283,1.00,1.00,0.98
4a,36.0,-85.0,-5.0,14.40,,,,
4b,33.0,-91.0,1.0,14.21,,,,
4c,42.0,-64.0,-17.0,12.16,,,,
5,45.0,20.0,52.0,8.21,6507,1.00,1.00,0.89
5a,48.0,26.0,43.0,8.16,,,,
5b,27.0,29.0,58.0,8.12,,,,
5c,36.0,20.0,58.0,7.99,,,,
6,45.0,50.0,-14.0,8.14,4968,1.00,1.00,0.85
6a,24.0,68.0,10.0,6.29,,,,
6b,36.0,62.0,10.0,6.11,,,,
7,45.0,-55.0,55.0,7.96,6210,1.00,1.00,0.88
7a,36.0,-67.0,52.0,6.95,,,,
8,-42.0,56.0,-8.0,7.54,2052,1.00,1.00,0.64
8a,-42.0,50.0,-17.0,6.47,,,,
8b,-48.0,44.0,-17.0,6.43,,,,
9,-42.0,26.0,46.0,6.17,81,1.00,1.00,0.00
10,-45.0,26.0,40.0,6.12,108,1.00,1.00,0.00
11,-18.0,65.0,-8.0,5.77,108,1.00,1.00,0.00
12,-45.0,29.0,37.0,5.70,27,1.00,1.00,0.00
13,-45.0,23.0,43.0,5.68,27,1.00,1.00,0.00
14,33.0,-70.0,34.0,5.63,108,1.00,1.00,0.00
15,-39.0,26.0,49.0,5.61,27,1.00,1.00,0.00
16,-39.0,29.0,46.0,5.56,27,1.00,1.00,0.00
17,15.0,53.0,-20.0,5.56,27,1.00,1.00,0.00
18,-39.0,17.0,55.0,5.54,27,1.00,1.00,0.00
19,18.0,26.0,64.0,5.54,27,1.00,1.00,0.00
20,12.0,71.0,1.0,5.54,54,1.00,1.00,0.00
21,15.0,41.0,-20.0,5.53,27,1.00,1.00,0.00
22,-51.0,-55.0,49.0,5.53,27,1.00,1.00,0.00
23,21.0,47.0,46.0,5.51,27,1.00,1.00,0.00
