Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-36.0,-34.0,-20.0,6.01,6696,0.88,0.96,0.88
1a,-27.0,-43.0,-20.0,5.79,,,,
1b,-42.0,-46.0,-17.0,5.53,,,,
1c,-39.0,-55.0,-14.0,5.11,,,,
2,42.0,-58.0,-14.0,5.01,1674,0.50,0.84,0.50
2a,36.0,-49.0,-20.0,4.86,,,,
3,54.0,-73.0,-8.0,4.70,621,0.26,0.61,0.00
4,-39.0,-76.0,-5.0,4.68,567,0.00,0.52,0.00
5,-33.0,35.0,-11.0,4.55,270,0.00,0.00,0.00
6,39.0,23.0,-5.0,4.55,297,0.00,0.09,0.00
7,-30.0,-34.0,-8.0,4.51,135,0.00,0.00,0.00
8,-15.0,-58.0,55.0,4.44,270,0.00,0.10,0.00
9,-24.0,-13.0,-20.0,4.42,108,0.00,0.00,0.00
10,48.0,17.0,4.0,4.36,405,0.00,0.33,0.00
11,-33.0,-13.0,-32.0,4.27,81,0.00,0.00,0.00
12,0.0,29.0,-20.0,4.24,81,0.00,0.00,0.00
13,-9.0,-100.0,1.0,4.19,108,0.00,0.00,0.00
14,-45.0,-67.0,34.0,4.15,54,0.00,0.00,0.00
15,-60.0,-52.0,4.0,4.13,54,0.00,0.00,0.00
16,42.0,35.0,25.0,4.10,27,0.00,0.00,0.00
