Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-36.0,-34.0,-20.0,6.01,4293,0.98,0.99,0.83
1a,-27.0,-43.0,-20.0,5.79,,,,
1b,-42.0,-46.0,-17.0,5.53,,,,
1c,-39.0,-55.0,-14.0,5.11,,,,
2,42.0,-58.0,-14.0,5.01,189,0.71,0.86,0.00
3,36.0,-49.0,-20.0,4.86,243,0.78,0.89,0.00
4,54.0,-73.0,-8.0,4.70,162,0.50,0.83,0.00
5,-39.0,-76.0,-5.0,4.68,54,0.00,0.50,0.00
6,-33.0,35.0,-11.0,4.55,27,0.00,0.00,0.00
7,39.0,23.0,-5.0,4.55,27,0.00,0.00,0.00
8,-30.0,-34.0,-8.0,4.51,27,0.00,0.00,0.00
