Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-39.0,-70.0,-11.0,8.54,16146,1.00,1.00,0.95
1a,-39.0,-88.0,-8.0,8.15,,,,
1b,-30.0,-91.0,-11.0,8.13,,,,
1c,-27.0,-94.0,4.0,7.18,,,,
2,63.0,-10.0,4.0,8.46,11691,1.00,1.00,0.94
2a,54.0,-22.0,7.0,7.59,,,,
2b,63.0,-22.0,10.0,7.49,,,,
2c,66.0,-22.0,1.0,7.03,,,,
3,-51.0,-22.0,10.0,8.10,11070,1.00,1.00,0.93
3a,-60.0,-4.0,-5.0,7.88,,,,
3b,-63.0,-10.0,1.0,7.87,,,,
3c,-54.0,-7.0,-17.0,6.39,,,,
4,27.0,-88.0,-5.0,7.67,13635,1.00,1.00,0.95
4a,42.0,-79.0,-5.0,7.65,,,,
4b,39.0,-76.0,-14.0,7.36,,,,
4c,42.0,-88.0,-2.0,7.35,,,,
5,-33.0,-58.0,52.0,6.75,2727,1.00,1.00,0.73
6,-48.0,5.0,34.0,6.56,837,1.00,1.00,0.13
6a,-36.0,5.0,28.0,6.05,,,,
7,30.0,-70.0,34.0,6.41,621,1.00,1.00,0.00
7a,33.0,-79.0,25.0,5.82,,,,
8,33.0,-49.0,49.0,6.28,1323,1.00,1.00,0.45
8a,27.0,-61.0,49.0,5.89,,,,
9,-12.0,56.0,31.0,5.97,108,1.00,1.00,0.00
10,54.0,-52.0,-8.0,5.97,162,1.00,1.00,0.00
11,45.0,-37.0,46.0,5.93,162,1.00,1.00,0.00
12,-45.0,-40.0,46.0,5.93,513,1.00,1.00,0.00
13,-48.0,14.0,-20.0,5.81,81,1.00,1.00,0.00
14,30.0,5.0,64.0,5.69,27,1.00,1.00,0.00
15,48.0,17.0,-17.0,5.66,27,1.00,1.00,0.00
16,36.0,-49.0,-20.0,5.64,54,1.00,1.00,0.00
17,45.0,2.0,58.0,5.61,27,1.00,1.00,0.00
18,-42.0,-58.0,-23.0,5.61,27,1.00,1.00,0.00
19,-36.0,-46.0,46.0,5.60,27,1.00,1.00,0.00
20,24.0,-70.0,49.0,5.55,27,1.00,1.00,0.00
21,30.0,-61.0,40.0,5.55,27,1.00,1.00,0.00
22,51.0,8.0,37.0,5.51,27,1.00,1.00,0.00
23,-51.0,-1.0,49.0,5.51,27,1.00,1.00,0.00
24,-3.0,56.0,-14.0,5.51,27,1.00,1.00,0.00
