Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-15.0,-91.0,-2.0,6.96,109593,0.99,1.00,0.99
1a,33.0,-79.0,7.0,6.86,,,,
1b,33.0,-46.0,-14.0,6.83,,,,
1c,36.0,-55.0,-14.0,6.78,,,,
2,48.0,14.0,28.0,5.60,6291,0.90,0.97,0.87
2a,54.0,29.0,22.0,5.14,,,,
3,69.0,-31.0,-14.0,5.51,16416,0.96,0.99,0.95
3a,57.0,-22.0,-20.0,5.39,,,,
3b,57.0,-34.0,34.0,5.33,,,,
3c,60.0,-40.0,40.0,5.23,,,,
4,6.0,-22.0,25.0,5.42,2160,0.71,0.90,0.61
5,33.0,14.0,-35.0,5.39,1836,0.65,0.88,0.54
5a,48.0,17.0,-35.0,4.31,,,,
5b,36.0,17.0,-44.0,4.29,,,,
6,-63.0,-34.0,16.0,5.19,3294,0.81,0.95,0.75
6a,-51.0,-43.0,22.0,5.02,,,,
6b,-60.0,-19.0,10.0,4.59,,,,
7,-6.0,20.0,46.0,5.14,2646,0.76,0.92,0.68
7a,6.0,11.0,55.0,4.90,,,,
8,-18.0,-34.0,-5.0,5.11,513,0.37,0.68,0.00
9,-36.0,29.0,-14.0,5.00,1971,0.67,0.89,0.58
9a,-45.0,29.0,-11.0,4.76,,,,
9b,-33.0,26.0,-2.0,4.10,,,,
10,-54.0,26.0,28.0,5.00,135,0.20,0.20,0.00
11,21.0,-40.0,61.0,4.87,351,0.31,0.54,0.00
12,-51.0,-55.0,43.0,4.84,2106,0.69,0.90,0.60
12a,-57.0,-64.0,28.0,4.70,,,,
12b,-45.0,-61.0,31.0,4.45,,,,
12c,-60.0,-64.0,19.0,4.40,,,,
13,0.0,14.0,1.0,4.69,135,0.00,0.40,0.00
14,-66.0,-37.0,-17.0,4.55,513,0.11,0.63,0.00
14a,-57.0,-28.0,-17.0,4.11,,,,
15,18.0,-37.0,13.0,4.48,54,0.00,0.50,0.00
16,6.0,-88.0,-29.0,4.48,189,0.00,0.29,0.00
17,-63.0,-52.0,22.0,4.40,54,0.00,0.50,0.00
18,45.0,8.0,55.0,4.38,135,0.00,0.20,0.00
19,21.0,-4.0,-20.0,4.38,243,0.00,0.44,0.00
20,-18.0,-22.0,28.0,4.36,108,0.00,0.25,0.00
21,33.0,35.0,-20.0,4.36,675,0.08,0.72,0.00
21a,39.0,26.0,-17.0,4.29,,,,
21b,33.0,29.0,-8.0,4.16,,,,
22,-21.0,-43.0,61.0,4.34,432,0.00,0.69,0.00
23,-12.0,59.0,34.0,4.30,243,0.00,0.44,0.00
24,45.0,-13.0,22.0,4.30,81,0.00,0.00,0.00
25,0.0,-16.0,-29.0,4.29,108,0.00,0.00,0.00
26,-45.0,-19.0,-2.0,4.27,216,0.00,0.38,0.00
27,30.0,-7.0,-47.0,4.25,135,0.00,0.00,0.00
28,-3.0,2.0,-20.0,4.25,54,0.00,0.00,0.00
29,3.0,-73.0,37.0,4.23,297,0.00,0.55,0.00
30,30.0,-1.0,-23.0,4.21,27,0.00,0.00,0.00
31,0.0,-25.0,10.0,4.20,108,0.00,0.00,0.00
32,21.0,-52.0,-29.0,4.18,27,0.00,0.00,0.00
33,39.0,-16.0,-2.0,4.15,108,0.00,0.00,0.00
34,-33.0,38.0,-20.0,4.15,81,0.00,0.00,0.00
35,42.0,-1.0,-5.0,4.14,27,0.00,0.00,0.00
36,48.0,-10.0,19.0,4.13,27,0.00,0.00,0.00
37,15.0,-52.0,-23.0,4.10,54,0.00,0.00,0.00
38,45.0,-4.0,10.0,4.10,27,0.00,0.00,0.00
39,18.0,-52.0,-26.0,4.10,54,0.00,0.00,0.00
40,-30.0,-37.0,64.0,4.09,27,0.00,0.00,0.00
41,57.0,-4.0,4.0,4.07,108,0.00,0.00,0.00
42,42.0,29.0,4.0,4.06,54,0.00,0.00,0.00
43,-9.0,62.0,22.0,4.05,54,0.00,0.00,0.00
44,-6.0,32.0,-2.0,4.04,81,0.00,0.00,0.00
45,-36.0,32.0,1.0,4.03,81,0.00,0.00,0.00
46,-6.0,-64.0,31.0,4.03,27,0.00,0.00,0.00
