Cluster ID,X,Y,Z,Peak Stat,Cluster Size (mm3),TDP (ARI),TDP (Notip),TDP (pARI)
1,-15.0,-91.0,-2.0,6.96,155142,0.85,0.93,0.95
1a,33.0,-79.0,7.0,6.86,,,,
1b,33.0,-46.0,-14.0,6.83,,,,
1c,36.0,-55.0,-14.0,6.78,,,,
2,48.0,14.0,28.0,5.60,33480,0.47,0.70,0.79
2a,33.0,14.0,-35.0,5.39,,,,
2b,54.0,29.0,22.0,5.14,,,,
2c,45.0,8.0,55.0,4.38,,,,
3,69.0,-31.0,-14.0,5.51,49464,0.58,0.78,0.85
3a,57.0,-22.0,-20.0,5.39,,,,
3b,57.0,-34.0,34.0,5.33,,,,
3c,60.0,-40.0,40.0,5.23,,,,
4,6.0,-22.0,25.0,5.42,15930,0.17,0.38,0.56
4a,3.0,-73.0,37.0,4.23,,,,
4b,-6.0,-64.0,31.0,4.03,,,,
4c,12.0,-67.0,28.0,3.87,,,,
5,-63.0,-34.0,16.0,5.19,31833,0.36,0.65,0.77
5a,-51.0,-43.0,22.0,5.02,,,,
5b,-51.0,-55.0,43.0,4.84,,,,
5c,-57.0,-64.0,28.0,4.70,,,,
6,-6.0,20.0,46.0,5.14,7047,0.30,0.42,0.44
6a,6.0,11.0,55.0,4.90,,,,
7,-36.0,29.0,-14.0,5.00,11151,0.17,0.36,0.46
7a,-54.0,26.0,28.0,5.00,,,,
7b,-45.0,29.0,-11.0,4.76,,,,
7c,-33.0,38.0,-20.0,4.15,,,,
8,21.0,-40.0,61.0,4.87,1188,0.09,0.16,0.00
9,0.0,14.0,1.0,4.69,513,0.00,0.11,0.00
10,-66.0,-37.0,-17.0,4.55,3564,0.02,0.08,0.03
10a,-57.0,-28.0,-17.0,4.11,,,,
10b,-66.0,-37.0,-2.0,3.45,,,,
11,18.0,-37.0,13.0,4.48,486,0.00,0.06,0.00
11a,33.0,-40.0,4.0,3.57,,,,
12,6.0,-88.0,-29.0,4.48,1404,0.00,0.04,0.00
12a,33.0,-88.0,-35.0,3.06,,,,
13,-18.0,-22.0,28.0,4.36,621,0.00,0.00,0.00
14,-12.0,59.0,34.0,4.30,2943,0.00,0.01,0.00
14a,-9.0,62.0,22.0,4.05,,,,
14b,3.0,59.0,22.0,3.54,,,,
14c,-24.0,50.0,37.0,3.41,,,,
15,0.0,-16.0,-29.0,4.29,459,0.00,0.00,0.00
16,-3.0,2.0,-20.0,4.25,891,0.00,0.00,0.00
16a,0.0,17.0,-26.0,3.44,,,,
17,0.0,-25.0,10.0,4.20,972,0.00,0.00,0.00
17a,-3.0,-31.0,4.0,3.56,,,,
17b,6.0,-25.0,16.0,3.21,,,,
18,21.0,-52.0,-29.0,4.18,1458,0.00,0.00,0.00
18a,15.0,-52.0,-23.0,4.10,,,,
19,-6.0,32.0,-2.0,4.04,1296,0.00,0.00,0.00
20,21.0,-25.0,22.0,3.97,189,0.00,0.00,0.00
21,-3.0,62.0,-20.0,3.93,459,0.00,0.00,0.00
22,3.0,-28.0,16.0,3.90,54,0.00,0.00,0.00
23,30.0,-55.0,49.0,3.90,1107,0.00,0.00,0.00
24,51.0,-70.0,-29.0,3.85,432,0.00,0.00,0.00
25,-6.0,-13.0,-23.0,3.85,216,0.00,0.00,0.00
26,12.0,23.0,-17.0,3.84,378,0.00,0.00,0.00
27,-42.0,8.0,-41.0,3.81,1269,0.00,0.00,0.00
28,6.0,44.0,-2.0,3.81,1782,0.00,0.00,0.00
28a,6.0,32.0,1.0,3.55,,,,
29,3.0,-61.0,-11.0,3.79,648,0.00,0.00,0.00
30,24.0,-28.0,-8.0,3.78,702,0.00,0.00,0.00
30a,9.0,-31.0,-8.0,3.58,,,,
31,21.0,47.0,46.0,3.73,297,0.00,0.00,0.00
32,18.0,-28.0,-29.0,3.69,135,0.00,0.00,0.00
33,-12.0,29.0,61.0,3.63,135,0.00,0.00,0.00
34,-12.0,41.0,49.0,3.62,513,0.00,0.00,0.00
35,0.0,-49.0,70.0,3.57,459,0.00,0.00,0.00
36,-21.0,-61.0,46.0,3.57,675,0.00,0.00,0.00
37,-24.0,50.0,-5.0,3.56,135,0.00,0.00,0.00
38,-6.0,-28.0,-8.0,3.53,243,0.00,0.00,0.00
39,57.0,-1.0,-23.0,3.46,297,0.00,0.00,0.00
40,6.0,-13.0,-23.0,3.42,54,0.00,0.00,0.00
41,-42.0,29.0,43.0,3.41,27,0.00,0.00,0.00
42,-12.0,-13.0,46.0,3.41,81,0.00,0.00,0.00
43,-36.0,11.0,28.0,3.41,594,0.00,0.00,0.00
44,-42.0,8.0,55.0,3.38,270,0.00,0.00,0.00
45,9.0,59.0,37.0,3.36,162,0.00,0.00,0.00
46,36.0,-31.0,58.0,3.35,135,0.00,0.00,0.00
47,18.0,-31.0,40.0,3.35,54,0.00,0.00,0.00
48,18.0,-46.0,1.0,3.34,81,0.00,0.00,0.00
